what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174393233
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427174427658
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174430556
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174430603
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427174446653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174446800
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427174463903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174464107
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427174467133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174467321
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427174470438
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174470656
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427174474989
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174475443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174475489
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427174476960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174477663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174486395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174519926
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174520067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174522880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174537971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174540150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174543308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427174564305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174567221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174567411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174569453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174571316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174589074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174591495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174596525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174664496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174669682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174685315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174686190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174687187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174692332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174705942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174725451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174726753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427174754515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174756549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427174761711
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427174761961
