what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1427178158885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178163911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178165590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1427178165590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1427178177495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178180584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178182413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1427178182413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427178185958
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1427178199257
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178199397
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178199429
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178199476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178222036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178550442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178551208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178552340
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178566420
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178566467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178571031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178575841
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427178578163
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178579686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178579733
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427178580436
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178581486
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178581533
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178588215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178591074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178595819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178602934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178616308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178666095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178685230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427178694381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178708717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178711458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178724194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178725363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178746171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178748885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178779044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178784197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178801071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178805676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178808691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178810419
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427178818483
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178824338
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427178830194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178836378
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178843560
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178848994
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427178853161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427178856031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427179045856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427179054509
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427179095821
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427179098135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427179117004
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427179120457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427179253285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427179254615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427179261845
