what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1427252049499
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1427252049499
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1427252049499
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1427252049499
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1427252049499
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1427252049499
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1427252049499
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1427252049499
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1427252049517
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1427252049518
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1427252049519
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1427252049520
os,sysinfo,,,"win32",1427252049521
arch,sysinfo,,,"x86_64",1427252049521
ws,sysinfo,,,"win32",1427252049521
locale,sysinfo,,,"en_US",1427252049521
processors,sysinfo,,,"4",1427252049521
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1427252049521
java.runtime.version,sysinfo,,,"1.7.0_75-b13",1427252049521
java.specification.name,sysinfo,,,"Java Platform API Specification",1427252049521
java.specification.vendor,sysinfo,,,"Oracle Corporation",1427252049521
java.specification.version,sysinfo,,,"1.7",1427252049521
java.vendor,sysinfo,,,"Oracle Corporation",1427252049521
java.version,sysinfo,,,"1.7.0_75",1427252049521
java.vm.info,sysinfo,,,"mixed mode",1427252049521
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1427252049521
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1427252049521
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1427252049521
java.vm.specification.version,sysinfo,,,"1.7",1427252049521
java.vm.vendor,sysinfo,,,"Oracle Corporation",1427252049521
java.vm.version,sysinfo,,,"24.75-b04",1427252049521
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1427252049521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252051234
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1427252051907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252055016
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427252069187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252072714
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1427252073482
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427252075795
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252091327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252091359
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427252091827
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252093233
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252093264
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427252107445
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252110356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252110403
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427252112228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252112697
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427252140574
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252153653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252310106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252683408
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252687319
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252699319
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252707278
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252734138
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252739145
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427252740497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252742381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252805945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252813777
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1427252830247
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1427252830403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252831060
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427252834908
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1427252916377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252920373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252924403
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1427252924419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1427252924419
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1427252935200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252948888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252971294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427252978992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253002847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253008186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253017557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253026140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253044891
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427253045251
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427253045799
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1427253045845
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1427253045845
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1427253090866
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1427253230569
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1427253230976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427253231452
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1427253233962
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1427253237306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427253266906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427253308389
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1427253314632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253329398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253329976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253352826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253353731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253354348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253357609
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427253360789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427253363001
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427253364716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427253366936
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427253372283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427253373550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427253379927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427253385239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427253570928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253609270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253609411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253609583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253628779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427253694145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254229321
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254269278
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254275009
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254275009
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254275988
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254276869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254278954
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254278954
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254279574
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254279574
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254280498
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254281458
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254282898
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254287606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254298718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254322359
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427254402311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254416774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254434154
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254434570
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254434586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254877214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254883879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254884825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427254885598
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427254891482
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254915282
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254915313
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254944282
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427254950400
