what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1427155259726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1427155259789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427155263293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427155282560
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427155333224
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427155341014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155343023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155352258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155363995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155381189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155445351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155448768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155456255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155466517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155468253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155471963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155481023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155527017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1427155533147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155534401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155535897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155536146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155538150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155539131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155546536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155550984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155551187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155559263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155561076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155590503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155612287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155613570
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427155619773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155624283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155627927
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427155627957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155677763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155708345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155717815
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1427155732686
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1427155733892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155769675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155780978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155810940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155813502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155813667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155826838
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427155844205
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427155850683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155857164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155867445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155869304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155871299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427155905609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155960209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155963057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155981777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155983697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155985375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155986915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155989045
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427156002591
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427156006267
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427156016137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156027719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156092950
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427156097433
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1427156101432
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427156101557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156105928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427160488392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427160496161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427160517437
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427160517795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427160517857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427160519437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427160533910
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427160533935
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427160539435
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427160539482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427160560744
