what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168147014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168213978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168244942
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168244970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168249157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168251014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168267247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168279489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168301664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168305141
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.move.element",1427168305141
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168311289
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1427168325179
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1427168329229
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168340162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168340430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168344311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168347828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168350089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168351562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168356470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168358380
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168361443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168375723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168377041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168380313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168383757
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.move.element",1427168383773
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168385832
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168390630
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168390864
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168392333
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168392528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168394801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168403438
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168403479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168406964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168411864
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427168411875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168455291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168475861
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168475884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168481041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168511914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168520730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168535506
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.move.element",1427168535520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168555580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168576429
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1427168576434
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168593517
activated,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1427168594561
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168604689
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168606126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168606802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168616634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168668500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168678505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168695936
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1427168699838
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168716077
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168717066
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168720663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168721933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168725384
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168727293
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168729483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168730277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168732640
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168732792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427168733799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168737531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168739344
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427168741082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168748742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168777138
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168777156
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168778959
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168778959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168779946
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168779946
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427168780760
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427168780760
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427168782812
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1427168786643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168790083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168799567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427168803058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427170320132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427170323513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427170332427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427170334918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427170337076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427170349786
